Source;Target;Type
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Lord's Supper;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Margherita, da Cortona, Saint, 1247-1297;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Colette, Saint, 1381-1447;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
John of God, Saint, 1495-1550;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Gertrude, the Great, Saint, 1256-1302;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
God;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Augustine, Saint, Bishop of Hippo;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Tiene, Gaetano, Saint, 1480-1547;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Joachim, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Christopher, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Devotion to;Directed
Devotion to;Mexico;Directed
Catholic Church;Prayers and devotions;Directed
San Juan de los Lagos, Nuestra Seora de;Prayers and devotions;Directed
Veronica, Saint, 1st cent;Prayers and devotions;Directed
Jesus Christ;Face;Directed
Face;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Stations of the Cross;Prayers and devotions;Directed
Holy Week;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
John, of Nepomuk, Saint, ca. 1340-1393;Prayers and devotions;Directed
Catholic Church;Societies, etc;Directed
Societies, etc;Handbooks, manuals, etc;Directed
Religious life;Catholic Church;Directed
Catholic Church;Handbooks, manuals, etc;Directed
John of God, Saint, 1495-1550;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Louis IX, King of France, 1214-1270;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotionsCSAIP;Directed
Tiene, Gaetano, Saint, 1480-1547;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Nuns;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Mary, Blessed Virgin, Saint;Sermons;Directed
Sermons;Peru;Directed
Peru;Cuzco;Directed
Doctrinas de indios;Peru;Directed
Indians of South America;Peru;Directed
Peru;History;Directed
History;1548-1820;Directed
1548-1820;Sources;Directed
Peru;History;Directed
History;1548-1820;Directed
1548-1820;Sources;Directed
Catholic Church;Liturgy;Directed
Liturgy;Texts;Directed
Missals;Texts;Directed
Festivals;Peru;Directed
Peru;Lima;Directed
Festivals;Peru;Directed
Peru;Lima;Directed
Festivals;Peru;Directed
Peru;Lima;Directed
O'Higgins, Ambrosio, ca. 1720-1801;Poetry;Directed
Universidad Nacional Mayor de San Marcos;Festivals;Directed
Amat y Junient, Manuel de, 1707-1782;Poetry;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Matthew, the Apostle, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Lord's Supper;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Neri, Filippo, Saint, 1515-1595;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Symbolism in politics;Spain;Directed
Smuggling;Peru;Directed
Indians;Origins;Directed
Indians of South America;History;Directed
Comets;1680;Directed
Bible. N.T. Revelation II-III;Criticism, interpretation, etc;Directed
War;Religious aspects;Directed
Peru;Description and travel;Directed
Catholic Church;Catechisms;Directed
Catechisms;Tarascan;Directed
Confession;Catholic Church;Directed
Catholic Church;Handbooks, manuals, etc;Directed
Lord's Supper;Prayers and devotions;Directed
Tarascan language;Texts;Directed
Indians of Mexico;Languages;Directed
Languages;Texts;Directed
Indian linguistics;Tarascan language;Directed
Jesus Christ;Names;Directed
God;Knowableness;Directed
Augustinians;Peru;Directed
Peru;History;Directed
History;17th century;Directed
Augustinians;Bolivia;Directed
Bolivia;History;Directed
History;17th century;Directed
Augustinians;Ecuador;Directed
Ecuador;History;Directed
History;17th century;Directed
Indians of South America;Missions;Directed
Military deserters;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Military deserters;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Tarascan language;Grammar;Directed
Grammar;Spanish;Directed
Indians of Mexico;Languages;Directed
Languages;Grammar;Directed
Grammar;Spanish;Directed
Indian linguistics;Tarascan language;Directed
Jesus Christ;Flight into Egypt;Directed
Flight into Egypt;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Hymns, Spanish;Mexico;Directed
John, of Nepomuk, Saint, ca. 1340-1393;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional literature;Catholic Church;Directed
Borja, Francisco de, Saint, 1510-1572;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Peter, the Apostle, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Borja, Francisco de, Saint, 1510-1572;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Immaculate Conception;Prayers and devotions;Directed
Tiene, Gaetano, Saint, 1480-1547;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Gertrude, the Great, Saint, 1256-1302;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Zapopan, Nuestra Seora de;Prayers and devotions;Directed
Jesus Christ;Crucifixion;Directed
Crucifixion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Ignatius, of Loyola, Saint, 1491-1556;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Fines (Penalties);Peru;Directed
Smuggling;Peru;Directed
Sermons;Peru;Directed
Peru;Cuzco;Directed
Catholic Church;Catechisms, Tarascan;Directed
Catholic Church;Doctrines;Directed
Indian linguistics;Tarascan language;Directed
Tarascan language;Texts;Directed
Indians of Mexico;Languages;Directed
Languages;Texts;Directed
Consulado de Lima (Peru);History;Directed
History;Sources;Directed
Tariff;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Anne (Mother of the Virgin Mary), Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Dominicans;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Monasticism and religious orders;Peru;Directed
Peru;Government;Directed
Processions, Religious;Peru;Directed
Peru;Lima;Directed
Peru;History;Directed
History;1548-1820;Directed
1548-1820;Sources;Directed
Tarascan language;Dictionaries;Directed
Dictionaries;Spanish;Directed
Spanish language;Dictionaries;Directed
Dictionaries;Tarascan;Directed
Indian linguistics;Tarascan language;Directed
Mary, Blessed Virgin, Saint;Prayers and devotionsCatholic Church;Directed
Prayers and devotionsCatholic Church;Prayers and devotionsCSAIP;Directed
Gonzaga, Luigi, Saint, 1568-1591;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Christian art and symbolism;Mexico;Directed
Processions, Religious;Catholic Church;Directed
Catholic Church;Mexico;Directed
Jesus Christ;Devotional literature;Directed
Catholic Church;Prayers and devotions;Directed
Tiene, Gaetano, Saint, 1480-1547;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Jesus Christ;Devotional literature;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Sermons;Ecuador;Directed
Ecuador;Ibarra;Directed
Ibarra (Ecuador);Church history;Directed
Church history;17th century;Directed
17th century;Sources;Directed
Sermons;Peru;Directed
Peru;Cuzco;Directed
Joachim, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Veterans;Spain;Directed
Spain;Colonies;Directed
Colonies;America;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Sermons;Peru;Directed
Peru;Cuzco;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Loreto, Our Lady of;Prayers and devotions;Directed
Sermons;Peru;Directed
Peru;Arequipa;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Festivals;Peru;Directed
Peru;Lima;Directed
Jesus Christ;Crucifixion;Directed
Crucifixion;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Crusade bulls;Bolivia;Directed
Sermons;Bolivia;Directed
Bolivia;Oruro;Directed
Sermons;Bolivia;Directed
Bolivia;La Paz;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Jesus Christ;Devotional literature;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Purgatory;Prayers and devotions;Directed
Archconfraternity of the Cord of St. Francis;Handbooks, manuals, etc;Directed
Catholic Church;Societies, etc;Directed
Societies, etc;Handbooks, manuals, etc;Directed
Indulgences;Mexico;Directed
Confraternities;Mexico;Directed
Mexico;Handbooks, manuals, etc;Directed
Catholic Church;Prayers and devotions;Directed
Indulgences;Mexico;Directed
Devotional exercises;Catholic Church;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Law;Peru;Directed
Law;Peru (Viceroyalty);Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Guadalupe, Our Lady of;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Measles;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Epidemics;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Measles;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Epidemics;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Quechua language;Grammar;Directed
Indian linguistics;Quechua language;Directed
Catholic Church. Diocese of Santiago (Chile);History;Directed
History;Sources;Directed
Catholic Church. Diocese of Santiago (Chile);Pastoral letters and charges;Directed
Tithes;Chile;Directed
Chile;History;Directed
History;Sources;Directed
Chile;Church history;Directed
Church history;Sources;Directed
Earthquakes;Peru;Directed
Peru;Lima;Directed
Lima;1687;Directed
Salvador, de Horta, Saint, 1520-1567;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Guardian angels;Prayers and devotions;Directed
Jesus Christ;Prayer in Gethsemane;Directed
Prayer in Gethsemane;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Latin language;Grammar;Directed
Phlebotomy;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Medicine;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Printing;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Law;Study and teaching;Directed
Study and teaching;Peru;Directed
Peru;Lima;Directed
Lima;History;Directed
History;Sources;Directed
Sermons;Peru;Directed
Peru;Lima;Directed
Catholic Church;Prayers and devotions;Directed
John of God, Saint, 1495-1550;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Medical personnel;Licenses;Directed
Licenses;Peru;Directed
Medicine;Peru;Directed
Peru;History;Directed
History;18th century;Directed
18th century;Sources;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Joseph, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Indians, Treatment of;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Church and state;Peru;Directed
Doctrinas de indios;Peru;Directed
Peru;History;Directed
History;Sources;Directed
Jesus Christ;Face;Directed
Face;Prayers and devotions;Directed
Jesus Christ;Passion;Directed
Passion;Prayers and devotions;Directed
Veronica, Saint, 1st cent;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Corve;Peru (Viceroyalty);Directed
Indians of South America;Peru;Directed
Peru;Taxation;Directed
Taxation;Law and legislation;Directed
Indians of South America;Bolivia;Directed
Bolivia;Taxation;Directed
Taxation;Law and legislation;Directed
Silver miners;Bolivia;Directed
Bolivia;Potos (Dept.);Directed
Potos (Dept.);History;Directed
History;Sources;Directed
Indians, Treatment of;Peru;Directed
Agricultural wages;Peru;Directed
Peru;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Agricultural laws and legislation;Peru;Directed
Silver mines and mining;Peru (Viceroyalty);Directed
Peru (Viceroyalty);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Peru (Viceroyalty);Commerce;Directed
Commerce;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Peru (Viceroyalty);Commerce;Directed
Commerce;Law and legislation;Directed
Smuggling;Peru (Viceroyalty);Directed
Peru (Viceroyalty);History;Directed
History;17th century;Directed
17th century;Sources;Directed
Peru (Viceroyalty);Commerce;Directed
Commerce;History;Directed
History;17th century;Directed
17th century;Sources;Directed
Peru (Viceroyalty);Commerce;Directed
Commerce;Law and legislation;Directed
Augustinians;Mexico;Directed
Mexico;Biography;Directed
Biography;17th century;Directed
Catholic Church;Mexico;Directed
Mexico;Clergy;Directed
Clergy;Biography;Directed
Biography;17th century;Directed
Law;Peru;Directed
Law;Peru (Viceroyalty);Directed
Ignatius, of Loyola, Saint, 1491-1556;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
Devotional exercises;Catholic Church;Directed
Mary, Blessed Virgin, Saint;Prayers and devotions;Directed
Catholic Church;Prayers and devotions;Directed
